il,grup,sira,long,lat
Adana,Adana__0__0,0,35.279,36.6407
Adana,Adana__0__0,1,35.2818,36.639
Adana,Adana__0__0,2,35.2829,36.6368
Adana,Adana__0__0,3,35.2782,36.6401
Adana,Adana__0__0,4,35.279,36.6407
Adana,Adana__1__0,0,35.2715,36.6449
Adana,Adana__1__0,1,35.274,36.6432
Adana,Adana__1__0,2,35.274,36.6421
Adana,Adana__1__0,3,35.2713,36.6432
Adana,Adana__1__0,4,35.2715,36.6449
Adana,Adana__2__0,0,35.2074,36.6507
Adana,Adana__2__0,1,35.2093,36.6499
Adana,Adana__2__0,2,35.2096,36.6493
Adana,Adana__2__0,3,35.2062,36.649
Adana,Adana__2__0,4,35.2074,36.6507
Adana,Adana__3__0,0,35.2118,36.6554
Adana,Adana__3__0,1,35.2121,36.6532
Adana,Adana__3__0,2,35.2115,36.6529
Adana,Adana__3__0,3,35.2096,36.6551
Adana,Adana__3__0,4,35.2118,36.6554
Adana,Adana__4__0,0,35.2135,36.6599
Adana,Adana__4__0,1,35.214,36.6587
Adana,Adana__4__0,2,35.2107,36.659
Adana,Adana__4__0,3,35.211,36.6599
Adana,Adana__4__0,4,35.2135,36.6599
Adana,Adana__5__0,0,35.2096,36.6787
Adana,Adana__5__0,1,35.2124,36.6776
Adana,Adana__5__0,2,35.2124,36.6768
Adana,Adana__5__0,3,35.2085,36.6782
Adana,Adana__5__0,4,35.2096,36.6787
Adana,Adana__6__0,0,35.5913,36.704
Adana,Adana__6__0,1,35.5915,36.6996
Adana,Adana__6__0,2,35.5907,36.6996
Adana,Adana__6__0,3,35.5899,36.7032
Adana,Adana__6__0,4,35.5913,36.704
Adana,Adana__7__0,0,35.6068,36.7054
Adana,Adana__7__0,1,35.6063,36.701
Adana,Adana__7__0,2,35.6012,36.7002
Adana,Adana__7__0,3,35.6051,36.7054
Adana,Adana__7__0,4,35.6068,36.7054
Adana,Adana__8__0,0,35.6826,36.7163
Adana,Adana__8__0,1,35.6796,36.7126
Adana,Adana__8__0,2,35.6774,36.714
Adana,Adana__8__0,3,35.681,36.7163
Adana,Adana__8__0,4,35.6826,36.7163
Adana,Adana__9__0,0,35.6971,36.7274
Adana,Adana__9__0,1,35.7029,36.7243
Adana,Adana__9__0,2,35.7029,36.7235
Adana,Adana__9__0,3,35.6974,36.7238
Adana,Adana__9__0,4,35.6971,36.7274
Adana,Adana__10__0,0,36.3296,37.92
Adana,Adana__10__0,1,36.3152,37.8856
Adana,Adana__10__0,2,36.319,37.8325
Adana,Adana__10__0,3,36.3622,37.7534
Adana,Adana__10__0,4,36.3024,37.6512
Adana,Adana__10__0,5,36.1538,37.6369
Adana,Adana__10__0,6,36.0333,37.5709
Adana,Adana__10__0,7,35.8832,37.3569
Adana,Adana__10__0,8,35.8818,37.2416
Adana,Adana__10__0,9,35.9043,37.2083
Adana,Adana__10__0,10,35.8528,37.1287
Adana,Adana__10__0,11,35.8748,37.1217
Adana,Adana__10__0,12,36.001,37.1742
Adana,Adana__10__0,13,36.0323,37.1591
Adana,Adana__10__0,14,36.0614,37.1089
Adana,Adana__10__0,15,36.0416,37.0256
Adana,Adana__10__0,16,35.947,36.9569
Adana,Adana__10__0,17,35.9126,36.9035
Adana,Adana__10__0,18,35.934,36.8799
Adana,Adana__10__0,19,35.8418,36.7951
Adana,Adana__10__0,20,35.7946,36.7657
Adana,Adana__10__0,21,35.6668,36.7671
Adana,Adana__10__0,22,35.6271,36.7457
Adana,Adana__10__0,23,35.6093,36.7143
Adana,Adana__10__0,24,35.6129,36.7321
Adana,Adana__10__0,25,35.6032,36.7271
Adana,Adana__10__0,26,35.5996,36.6999
Adana,Adana__10__0,27,35.5915,36.711
Adana,Adana__10__0,28,35.5632,36.7126
Adana,Adana__10__0,29,35.5543,36.6996
Adana,Adana__10__0,30,35.5701,36.7065
Adana,Adana__10__0,31,35.5846,36.6796
Adana,Adana__10__0,32,35.6296,36.7215
Adana,Adana__10__0,33,35.6243,36.7337
Adana,Adana__10__0,34,35.6543,36.7399
Adana,Adana__10__0,35,35.6454,36.7076
Adana,Adana__10__0,36,35.6568,36.729
Adana,Adana__10__0,37,35.654,36.7079
Adana,Adana__10__0,38,35.7065,36.7132
Adana,Adana__10__0,39,35.7043,36.7232
Adana,Adana__10__0,40,35.7235,36.7126
Adana,Adana__10__0,41,35.6451,36.6685
Adana,Adana__10__0,42,35.6218,36.6043
Adana,Adana__10__0,43,35.5818,36.5907
Adana,Adana__10__0,44,35.566,36.5649
Adana,Adana__10__0,45,35.4182,36.5901
Adana,Adana__10__0,46,35.339,36.5385
Adana,Adana__10__0,47,35.3296,36.5679
Adana,Adana__10__0,48,35.3221,36.5724
Adana,Adana__10__0,49,35.3462,36.6035
Adana,Adana__10__0,50,35.2851,36.6268
Adana,Adana__10__0,51,35.2879,36.6435
Adana,Adana__10__0,52,35.271,36.6521
Adana,Adana__10__0,53,35.264,36.6393
Adana,Adana__10__0,54,35.249,36.654
Adana,Adana__10__0,55,35.2715,36.6618
Adana,Adana__10__0,56,35.251,36.6782
Adana,Adana__10__0,57,35.1807,36.6929
Adana,Adana__10__0,58,35.1635,36.676
Adana,Adana__10__0,59,35.176,36.6615
Adana,Adana__10__0,60,35.2735,36.6087
Adana,Adana__10__0,61,35.3246,36.5588
Adana,Adana__10__0,62,34.9979,36.7135
Adana,Adana__10__0,63,34.9152,36.7249
Adana,Adana__10__0,64,34.9498,36.754
Adana,Adana__10__0,65,35.0348,36.771
Adana,Adana__10__0,66,35.0672,36.8179
Adana,Adana__10__0,67,35.0696,36.8526
Adana,Adana__10__0,68,35.0546,36.9704
Adana,Adana__10__0,69,35.0008,37.0415
Adana,Adana__10__0,70,34.9252,37.0897
Adana,Adana__10__0,71,34.9001,37.1763
Adana,Adana__10__0,72,34.7863,37.3793
Adana,Adana__10__0,73,34.7883,37.4652
Adana,Adana__10__0,74,34.8608,37.525
Adana,Adana__10__0,75,34.8585,37.5788
Adana,Adana__10__0,76,34.8166,37.6584
Adana,Adana__10__0,77,34.8267,37.6849
Adana,Adana__10__0,78,34.8695,37.71
Adana,Adana__10__0,79,35.0258,37.6989
Adana,Adana__10__0,80,35.0816,37.7187
Adana,Adana__10__0,81,35.2137,37.8321
Adana,Adana__10__0,82,35.2076,37.9133
Adana,Adana__10__0,83,35.2417,37.9536
Adana,Adana__10__0,84,35.4568,37.9196
Adana,Adana__10__0,85,35.621,37.9558
Adana,Adana__10__0,86,35.681,38.0597
Adana,Adana__10__0,87,36.0134,38.1856
Adana,Adana__10__0,88,36.1614,38.4135
Adana,Adana__10__0,89,36.3054,38.4637
Adana,Adana__10__0,90,36.3776,38.4664
Adana,Adana__10__0,91,36.4221,38.4422
Adana,Adana__10__0,92,36.4914,38.3163
Adana,Adana__10__0,93,36.4262,38.2528
Adana,Adana__10__0,94,36.3354,37.9967
Adana,Adana__10__0,95,36.3296,37.92
Adıyaman,Adıyaman__0__0,0,38.6553,38.0917
Adıyaman,Adıyaman__0__0,1,38.8589,38.0924
Adıyaman,Adıyaman__0__0,2,39.0051,38.1175
Adıyaman,Adıyaman__0__0,3,39.0746,38.145
Adıyaman,Adıyaman__0__0,4,39.1117,38.1847
Adıyaman,Adıyaman__0__0,5,39.1602,38.1733
Adıyaman,Adıyaman__0__0,6,39.205,38.1913
Adıyaman,Adıyaman__0__0,7,39.2463,38.1667
Adıyaman,Adıyaman__0__0,8,39.2101,38.0525
Adıyaman,Adıyaman__0__0,9,39.0734,37.9918
Adıyaman,Adıyaman__0__0,10,38.992,37.9138
Adıyaman,Adıyaman__0__0,11,38.9764,37.8844
Adıyaman,Adıyaman__0__0,12,38.9781,37.7954
Adıyaman,Adıyaman__0__0,13,38.9518,37.7491
Adıyaman,Adıyaman__0__0,14,38.8307,37.6931
Adıyaman,Adıyaman__0__0,15,38.8399,37.6586
Adıyaman,Adıyaman__0__0,16,38.8294,37.6424
Adıyaman,Adıyaman__0__0,17,38.6159,37.5778
Adıyaman,Adıyaman__0__0,18,38.4783,37.4889
Adıyaman,Adıyaman__0__0,19,38.3305,37.4844
Adıyaman,Adıyaman__0__0,20,38.1567,37.4069
Adıyaman,Adıyaman__0__0,21,38.0608,37.4312
Adıyaman,Adıyaman__0__0,22,37.9825,37.4962
Adıyaman,Adıyaman__0__0,23,37.7958,37.5447
Adıyaman,Adıyaman__0__0,24,37.6791,37.512
Adıyaman,Adıyaman__0__0,25,37.623,37.5121
Adıyaman,Adıyaman__0__0,26,37.5731,37.5505
Adıyaman,Adıyaman__0__0,27,37.4595,37.5824
Adıyaman,Adıyaman__0__0,28,37.4165,37.6164
Adıyaman,Adıyaman__0__0,29,37.4222,37.7033
Adıyaman,Adıyaman__0__0,30,37.5942,37.8249
Adıyaman,Adıyaman__0__0,31,37.7373,37.8341
Adıyaman,Adıyaman__0__0,32,37.7695,37.8663
Adıyaman,Adıyaman__0__0,33,37.8357,37.8828
Adıyaman,Adıyaman__0__0,34,37.9803,37.861
Adıyaman,Adıyaman__0__0,35,38.1811,37.919
Adıyaman,Adıyaman__0__0,36,38.1348,38.0894
Adıyaman,Adıyaman__0__0,37,38.3986,38.1996
Adıyaman,Adıyaman__0__0,38,38.5371,38.2306
Adıyaman,Adıyaman__0__0,39,38.6345,38.1992
Adıyaman,Adıyaman__0__0,40,38.6243,38.1692
Adıyaman,Adıyaman__0__0,41,38.5629,38.1245
Adıyaman,Adıyaman__0__0,42,38.6553,38.0917
Afyon,Afyon__0__0,0,31.3628,39.1647
Afyon,Afyon__0__0,1,31.3864,39.1187
Afyon,Afyon__0__0,2,31.4599,39.0882
Afyon,Afyon__0__0,3,31.6969,39.0931
Afyon,Afyon__0__0,4,31.7087,38.9537
Afyon,Afyon__0__0,5,31.6233,38.8177
Afyon,Afyon__0__0,6,31.5895,38.7256
Afyon,Afyon__0__0,7,31.6108,38.675
Afyon,Afyon__0__0,8,31.6793,38.6326
Afyon,Afyon__0__0,9,31.2608,38.4277
Afyon,Afyon__0__0,10,31.2093,38.4399
Afyon,Afyon__0__0,11,31.1255,38.5136
Afyon,Afyon__0__0,12,31.0884,38.5123
Afyon,Afyon__0__0,13,30.8,38.2902
Afyon,Afyon__0__0,14,30.6405,38.2458
Afyon,Afyon__0__0,15,30.5174,38.1864
Afyon,Afyon__0__0,16,30.3663,38.0713
Afyon,Afyon__0__0,17,30.2656,38.0161
Afyon,Afyon__0__0,18,30.2236,37.9809
Afyon,Afyon__0__0,19,30.1826,37.9012
Afyon,Afyon__0__0,20,30.1996,37.8497
Afyon,Afyon__0__0,21,30.1671,37.8139
Afyon,Afyon__0__0,22,30.0905,37.7767
Afyon,Afyon__0__0,23,29.967,37.784
Afyon,Afyon__0__0,24,29.8453,37.7608
Afyon,Afyon__0__0,25,29.8154,37.8191
Afyon,Afyon__0__0,26,29.7205,37.8526
Afyon,Afyon__0__0,27,29.6638,37.8526
Afyon,Afyon__0__0,28,29.666,37.9887
Afyon,Afyon__0__0,29,29.9245,38.1035
Afyon,Afyon__0__0,30,30.0203,38.1762
Afyon,Afyon__0__0,31,30.0413,38.2214
Afyon,Afyon__0__0,32,30.0368,38.2516
Afyon,Afyon__0__0,33,29.9222,38.4129
Afyon,Afyon__0__0,34,29.7554,38.4541
Afyon,Afyon__0__0,35,29.7718,38.506
Afyon,Afyon__0__0,36,29.8728,38.6442
Afyon,Afyon__0__0,37,29.8944,38.7097
Afyon,Afyon__0__0,38,30.0748,38.7885
Afyon,Afyon__0__0,39,30.1154,38.8209
Afyon,Afyon__0__0,40,30.2704,39.0882
Afyon,Afyon__0__0,41,30.3846,39.1263
Afyon,Afyon__0__0,42,30.4337,39.1643
Afyon,Afyon__0__0,43,30.4533,39.206
Afyon,Afyon__0__0,44,30.5055,39.1894
Afyon,Afyon__0__0,45,30.543,39.1307
Afyon,Afyon__0__0,46,30.6117,39.0791
Afyon,Afyon__0__0,47,30.6398,39.077
Afyon,Afyon__0__0,48,30.7666,39.1285
Afyon,Afyon__0__0,49,30.7995,39.1724
Afyon,Afyon__0__0,50,30.886,39.2129
Afyon,Afyon__0__0,51,30.9892,39.1592
Afyon,Afyon__0__0,52,31.1419,39.2185
Afyon,Afyon__0__0,53,31.2418,39.2845
Afyon,Afyon__0__0,54,31.3053,39.2732
Afyon,Afyon__0__0,55,31.3628,39.1647
Ağrı,Ağrı__0__0,0,43.3957,39.9258
Ağrı,Ağrı__0__0,1,43.3942,39.7946
Ağrı,Ağrı__0__0,2,43.4564,39.7675
Ağrı,Ağrı__0__0,3,43.4783,39.7667
Ağrı,Ağrı__0__0,4,43.5319,39.8204
Ağrı,Ağrı__0__0,5,43.6225,39.8224
Ağrı,Ağrı__0__0,6,43.7406,39.7995
Ağrı,Ağrı__0__0,7,43.9997,39.6853
Ağrı,Ağrı__0__0,8,44.1598,39.6942
Ağrı,Ağrı__0__0,9,44.2326,39.6717
Ağrı,Ağrı__0__0,10,44.3004,39.6709
Ağrı,Ağrı__0__0,11,44.3802,39.6932
Ağrı,Ağrı__0__0,12,44.4965,39.696
Ağrı,Ağrı__0__0,13,44.4896,39.6301
Ağrı,Ağrı__0__0,14,44.4362,39.5607
Ağrı,Ağrı__0__0,15,44.4534,39.5016
Ağrı,Ağrı__0__0,16,44.4334,39.4731
Ağrı,Ağrı__0__0,17,44.4411,39.4359
Ağrı,Ağrı__0__0,18,44.4237,39.4098
Ağrı,Ağrı__0__0,19,44.3017,39.3715
Ağrı,Ağrı__0__0,20,44.2243,39.4103
Ağrı,Ağrı__0__0,21,44.1748,39.4024
Ağrı,Ağrı__0__0,22,44.1518,39.3772
Ağrı,Ağrı__0__0,23,44.1381,39.3798
Ağrı,Ağrı__0__0,24,44.1436,39.4002
Ağrı,Ağrı__0__0,25,44.0698,39.4053
Ağrı,Ağrı__0__0,26,44.0497,39.3608
Ağrı,Ağrı__0__0,27,44.0328,39.372
Ağrı,Ağrı__0__0,28,43.9621,39.3565
Ağrı,Ağrı__0__0,29,43.7164,39.3702
Ağrı,Ağrı__0__0,30,43.6455,39.3024
Ağrı,Ağrı__0__0,31,43.5928,39.2879
Ağrı,Ağrı__0__0,32,43.4944,39.3274
Ağrı,Ağrı__0__0,33,43.4266,39.3889
Ağrı,Ağrı__0__0,34,43.2938,39.4028
Ağrı,Ağrı__0__0,35,43.1917,39.3281
Ağrı,Ağrı__0__0,36,43.102,39.3225
Ağrı,Ağrı__0__0,37,43.0794,39.3075
Ağrı,Ağrı__0__0,38,43.0847,39.2842
Ağrı,Ağrı__0__0,39,43.1669,39.2372
Ağrı,Ağrı__0__0,40,43.1676,39.166
Ağrı,Ağrı__0__0,41,43.1497,39.1392
Ağrı,Ağrı__0__0,42,42.9716,39.081
Ağrı,Ağrı__0__0,43,42.8279,39.0651
Ağrı,Ağrı__0__0,44,42.7498,39.0371
Ağrı,Ağrı__0__0,45,42.7299,39.159
Ağrı,Ağrı__0__0,46,42.6722,39.2497
Ağrı,Ağrı__0__0,47,42.6276,39.2727
Ağrı,Ağrı__0__0,48,42.5168,39.3754
Ağrı,Ağrı__0__0,49,42.4664,39.4637
Ağrı,Ağrı__0__0,50,42.4634,39.4861
Ağrı,Ağrı__0__0,51,42.5236,39.5686
Ağrı,Ağrı__0__0,52,42.5062,39.7297
Ağrı,Ağrı__0__0,53,42.4748,39.765
Ağrı,Ağrı__0__0,54,42.2852,39.8141
Ağrı,Ağrı__0__0,55,42.2552,39.8612
Ağrı,Ağrı__0__0,56,42.2777,39.882
Ağrı,Ağrı__0__0,57,42.4062,39.8734
Ağrı,Ağrı__0__0,58,42.5664,39.9476
Ağrı,Ağrı__0__0,59,42.6383,39.9176
Ağrı,Ağrı__0__0,60,42.7109,39.9177
Ağrı,Ağrı__0__0,61,43.1032,40.0083
Ağrı,Ağrı__0__0,62,43.3728,39.9604
Ağrı,Ağrı__0__0,63,43.3957,39.9258
Aksaray,Aksaray__0__0,0,34.2052,38.8412
Aksaray,Aksaray__0__0,1,34.2626,38.7937
Aksaray,Aksaray__0__0,2,34.2053,38.6778
Aksaray,Aksaray__0__0,3,34.273,38.6205
Aksaray,Aksaray__0__0,4,34.348,38.4734
Aksaray,Aksaray__0__0,5,34.3944,38.4389
Aksaray,Aksaray__0__0,6,34.3683,38.3677
Aksaray,Aksaray__0__0,7,34.3632,38.2909
Aksaray,Aksaray__0__0,8,34.3945,38.2426
Aksaray,Aksaray__0__0,9,34.3895,38.1619
Aksaray,Aksaray__0__0,10,34.3298,38.135
Aksaray,Aksaray__0__0,11,34.2684,38.056
Aksaray,Aksaray__0__0,12,34.1868,38.0701
Aksaray,Aksaray__0__0,13,34.1469,38.052
Aksaray,Aksaray__0__0,14,34.1257,38.0138
Aksaray,Aksaray__0__0,15,33.7783,37.9562
Aksaray,Aksaray__0__0,16,33.495,37.9326
Aksaray,Aksaray__0__0,17,33.4134,37.9512
Aksaray,Aksaray__0__0,18,33.3626,38.0036
Aksaray,Aksaray__0__0,19,33.2401,38.2154
Aksaray,Aksaray__0__0,20,33.2426,38.2552
Aksaray,Aksaray__0__0,21,33.3014,38.347
Aksaray,Aksaray__0__0,22,33.3181,38.4295
Aksaray,Aksaray__0__0,23,33.3806,38.5624
Aksaray,Aksaray__0__0,24,33.465,38.6365
Aksaray,Aksaray__0__0,25,33.6815,38.711
Aksaray,Aksaray__0__0,26,33.8256,38.7149
Aksaray,Aksaray__0__0,27,33.924,38.7807
Aksaray,Aksaray__0__0,28,33.9469,38.8292
Aksaray,Aksaray__0__0,29,33.8883,38.9542
Aksaray,Aksaray__0__0,30,33.9267,39.0081
Aksaray,Aksaray__0__0,31,34.0777,38.9036
Aksaray,Aksaray__0__0,32,34.1769,38.8821
Aksaray,Aksaray__0__0,33,34.2052,38.8412
Amasya,Amasya__0__0,0,35.7026,40.8773
Amasya,Amasya__0__0,1,35.8406,40.8643
Amasya,Amasya__0__0,2,35.9553,40.8756
Amasya,Amasya__0__0,3,36.061,40.8431
Amasya,Amasya__0__0,4,36.1809,40.9047
Amasya,Amasya__0__0,5,36.2039,40.98
Amasya,Amasya__0__0,6,36.2598,40.9793
Amasya,Amasya__0__0,7,36.3724,40.9521
Amasya,Amasya__0__0,8,36.3762,40.9077
Amasya,Amasya__0__0,9,36.448,40.8698
Amasya,Amasya__0__0,10,36.4168,40.8226
Amasya,Amasya__0__0,11,36.4564,40.7701
Amasya,Amasya__0__0,12,36.4728,40.7075
Amasya,Amasya__0__0,13,36.4415,40.6323
Amasya,Amasya__0__0,14,36.3252,40.5237
Amasya,Amasya__0__0,15,36.2024,40.459
Amasya,Amasya__0__0,16,36.1101,40.4461
Amasya,Amasya__0__0,17,36.0398,40.4599
Amasya,Amasya__0__0,18,35.9584,40.5023
Amasya,Amasya__0__0,19,35.8447,40.5015
Amasya,Amasya__0__0,20,35.7162,40.3263
Amasya,Amasya__0__0,21,35.5764,40.2742
Amasya,Amasya__0__0,22,35.5296,40.2355
Amasya,Amasya__0__0,23,35.5121,40.1898
Amasya,Amasya__0__0,24,35.3714,40.1952
Amasya,Amasya__0__0,25,35.3323,40.2289
Amasya,Amasya__0__0,26,35.3437,40.3583
Amasya,Amasya__0__0,27,35.4484,40.4677
Amasya,Amasya__0__0,28,35.4642,40.5735
Amasya,Amasya__0__0,29,35.4277,40.6152
Amasya,Amasya__0__0,30,35.257,40.6661
Amasya,Amasya__0__0,31,35.1507,40.6707
Amasya,Amasya__0__0,32,35.0821,40.7126
Amasya,Amasya__0__0,33,35.0251,40.8434
Amasya,Amasya__0__0,34,35.046,40.8529
Amasya,Amasya__0__0,35,35.0496,40.9514
Amasya,Amasya__0__0,36,35.0913,41.0323
Amasya,Amasya__0__0,37,35.0932,41.0905
Amasya,Amasya__0__0,38,35.4854,41.0123
Amasya,Amasya__0__0,39,35.6439,40.9268
Amasya,Amasya__0__0,40,35.6657,40.8946
Amasya,Amasya__0__0,41,35.7026,40.8773
Ankara,Ankara__0__0,0,33.188,40.4136
Ankara,Ankara__0__0,1,33.221,40.3512
Ankara,Ankara__0__0,2,33.2674,40.3311
Ankara,Ankara__0__0,3,33.3308,40.3347
Ankara,Ankara__0__0,4,33.3641,40.3859
Ankara,Ankara__0__0,5,33.4099,40.389
Ankara,Ankara__0__0,6,33.7291,40.2784
Ankara,Ankara__0__0,7,33.6527,40.2019
Ankara,Ankara__0__0,8,33.5765,40.0481
Ankara,Ankara__0__0,9,33.6173,39.9664
Ankara,Ankara__0__0,10,33.6164,39.9126
Ankara,Ankara__0__0,11,33.5954,39.884
Ankara,Ankara__0__0,12,33.4341,39.814
Ankara,Ankara__0__0,13,33.3563,39.7511
Ankara,Ankara__0__0,14,33.3199,39.6488
Ankara,Ankara__0__0,15,33.3176,39.5746
Ankara,Ankara__0__0,16,33.2855,39.4619
Ankara,Ankara__0__0,17,33.2333,39.3767
Ankara,Ankara__0__0,18,33.2867,39.3304
Ankara,Ankara__0__0,19,33.3694,39.3172
Ankara,Ankara__0__0,20,33.3903,39.2774
Ankara,Ankara__0__0,21,33.3656,39.2256
Ankara,Ankara__0__0,22,33.4169,39.1611
Ankara,Ankara__0__0,23,33.528,39.2548
Ankara,Ankara__0__0,24,33.598,39.1714
Ankara,Ankara__0__0,25,33.9429,39.036
Ankara,Ankara__0__0,26,33.8883,38.9542
Ankara,Ankara__0__0,27,33.9468,38.8126
Ankara,Ankara__0__0,28,33.924,38.7807
Ankara,Ankara__0__0,29,33.829,38.7161
Ankara,Ankara__0__0,30,33.6815,38.711
Ankara,Ankara__0__0,31,33.465,38.6365
Ankara,Ankara__0__0,32,33.3621,38.7918
Ankara,Ankara__0__0,33,33.374,39.0379
Ankara,Ankara__0__0,34,33.1878,39.2768
Ankara,Ankara__0__0,35,33.1152,39.2209
Ankara,Ankara__0__0,36,33.0552,39.2189
Ankara,Ankara__0__0,37,33.0216,39.1593
Ankara,Ankara__0__0,38,32.9626,39.1265
Ankara,Ankara__0__0,39,32.8925,39.1543
Ankara,Ankara__0__0,40,32.8347,39.1523
Ankara,Ankara__0__0,41,32.7422,39.0821
Ankara,Ankara__0__0,42,32.7027,39.0328
Ankara,Ankara__0__0,43,32.5559,39.0498
Ankara,Ankara__0__0,44,32.4686,38.9946
Ankara,Ankara__0__0,45,32.2945,39.0681
Ankara,Ankara__0__0,46,32.13,39.0306
Ankara,Ankara__0__0,47,32.0837,39.0429
Ankara,Ankara__0__0,48,31.8832,39.1738
Ankara,Ankara__0__0,49,31.9928,39.2274
Ankara,Ankara__0__0,50,32.0113,39.3818
Ankara,Ankara__0__0,51,31.9934,39.5046
Ankara,Ankara__0__0,52,31.908,39.6137
Ankara,Ankara__0__0,53,31.8491,39.7304
Ankara,Ankara__0__0,54,31.8473,39.7683
Ankara,Ankara__0__0,55,31.886,39.8085
Ankara,Ankara__0__0,56,31.8577,39.8745
Ankara,Ankara__0__0,57,31.7972,39.8832
Ankara,Ankara__0__0,58,31.696,39.9882
Ankara,Ankara__0__0,59,31.617,40.0163
Ankara,Ankara__0__0,60,31.176,40.044
Ankara,Ankara__0__0,61,31.0234,40.0192
Ankara,Ankara__0__0,62,30.9441,40.0222
Ankara,Ankara__0__0,63,30.9194,40.0357
Ankara,Ankara__0__0,64,30.9136,40.0991
Ankara,Ankara__0__0,65,30.874,40.1403
Ankara,Ankara__0__0,66,30.955,40.2229
Ankara,Ankara__0__0,67,31.0475,40.2726
Ankara,Ankara__0__0,68,31.0373,40.3763
Ankara,Ankara__0__0,69,31.0607,40.4158
Ankara,Ankara__0__0,70,31.1443,40.3991
Ankara,Ankara__0__0,71,31.2639,40.3468
Ankara,Ankara__0__0,72,31.5669,40.3086
Ankara,Ankara__0__0,73,31.7051,40.3439
Ankara,Ankara__0__0,74,31.7936,40.3318
Ankara,Ankara__0__0,75,31.9034,40.3456
Ankara,Ankara__0__0,76,32.1456,40.4247
Ankara,Ankara__0__0,77,32.3728,40.4155
Ankara,Ankara__0__0,78,32.4759,40.5302
Ankara,Ankara__0__0,79,32.4304,40.6518
Ankara,Ankara__0__0,80,32.5013,40.7043
Ankara,Ankara__0__0,81,32.6549,40.7026
Ankara,Ankara__0__0,82,32.9557,40.5983
Ankara,Ankara__0__0,83,33.188,40.4136
Antalya,Antalya__0__0,0,29.639,36.1213
Antalya,Antalya__0__0,1,29.6457,36.1157
Antalya,Antalya__0__0,2,29.6279,36.1076
Antalya,Antalya__0__0,3,29.6287,36.1113
Antalya,Antalya__0__0,4,29.639,36.1213
Antalya,Antalya__1__0,0,29.6626,36.1365
Antalya,Antalya__1__0,1,29.6604,36.1301
Antalya,Antalya__1__0,2,29.6546,36.1329
Antalya,Antalya__1__0,3,29.6549,36.1343
Antalya,Antalya__1__0,4,29.6626,36.1365
Antalya,Antalya__2__0,0,29.7557,36.1413
Antalya,Antalya__2__0,1,29.7663,36.1315
Antalya,Antalya__2__0,2,29.7388,36.1226
Antalya,Antalya__2__0,3,29.7404,36.1271
Antalya,Antalya__2__0,4,29.7557,36.1413
Antalya,Antalya__3__0,0,29.6554,36.1443
Antalya,Antalya__3__0,1,29.6563,36.1429
Antalya,Antalya__3__0,2,29.6532,36.1413
Antalya,Antalya__3__0,3,29.6532,36.1435
Antalya,Antalya__3__0,4,29.6554,36.1443
Antalya,Antalya__4__0,0,29.6246,36.1535
Antalya,Antalya__4__0,1,29.6279,36.1515
Antalya,Antalya__4__0,2,29.6218,36.1507
Antalya,Antalya__4__0,3,29.6221,36.1524
Antalya,Antalya__4__0,4,29.6246,36.1535
Antalya,Antalya__5__0,0,29.6321,36.1535
Antalya,Antalya__5__0,1,29.6324,36.1521
Antalya,Antalya__5__0,2,29.6287,36.1515
Antalya,Antalya__5__0,3,29.629,36.1524
Antalya,Antalya__5__0,4,29.6321,36.1535
Antalya,Antalya__6__0,0,29.4921,36.1604
Antalya,Antalya__6__0,1,29.4946,36.1571
Antalya,Antalya__6__0,2,29.4965,36.1596
Antalya,Antalya__6__0,3,29.5174,36.1571
Antalya,Antalya__6__0,4,29.4862,36.1507
Antalya,Antalya__6__0,5,29.4921,36.1604
Antalya,Antalya__7__0,0,29.6268,36.1626
Antalya,Antalya__7__0,1,29.6271,36.161
Antalya,Antalya__7__0,2,29.6249,36.1599
Antalya,Antalya__7__0,3,29.624,36.1621
Antalya,Antalya__7__0,4,29.6268,36.1626
Antalya,Antalya__8__0,0,29.6293,36.1635
Antalya,Antalya__8__0,1,29.6301,36.1624
Antalya,Antalya__8__0,2,29.6296,36.1604
Antalya,Antalya__8__0,3,29.6279,36.1615
Antalya,Antalya__8__0,4,29.6293,36.1635
Antalya,Antalya__9__0,0,29.5929,36.1665
Antalya,Antalya__9__0,1,29.5899,36.1499
Antalya,Antalya__9__0,2,29.6071,36.1446
Antalya,Antalya__9__0,3,29.5593,36.121
Antalya,Antalya__9__0,4,29.5929,36.1665
Antalya,Antalya__10__0,0,29.8729,36.169
Antalya,Antalya__10__0,1,29.8735,36.1676
Antalya,Antalya__10__0,2,29.8707,36.1662
Antalya,Antalya__10__0,3,29.8713,36.1688
Antalya,Antalya__10__0,4,29.8729,36.169
Antalya,Antalya__11__0,0,29.8368,36.1712
Antalya,Antalya__11__0,1,29.8382,36.1682
Antalya,Antalya__11__0,2,29.8363,36.1671
Antalya,Antalya__11__0,3,29.834,36.169
Antalya,Antalya__11__0,4,29.8368,36.1712
Antalya,Antalya__12__0,0,29.8332,36.1693
Antalya,Antalya__12__0,1,29.8326,36.1712
Antalya,Antalya__12__0,2,29.8363,36.1721
Antalya,Antalya__12__0,3,29.836,36.1712
Antalya,Antalya__12__0,4,29.8332,36.1693
Antalya,Antalya__13__0,0,29.5485,36.1871
Antalya,Antalya__13__0,1,29.5518,36.184
Antalya,Antalya__13__0,2,29.5518,36.1829
Antalya,Antalya__13__0,3,29.546,36.1846
