il,yil,gosterge_kodu,gosterge,deger
Tunceli,2015,yatak_1000,Bin kişiye düşen hastane yatağı,2.23
Uşak,2015,yatak_1000,Bin kişiye düşen hastane yatağı,3.41
Van,2015,yatak_1000,Bin kişiye düşen hastane yatağı,2.33
Yalova,2015,yatak_1000,Bin kişiye düşen hastane yatağı,1.83
Yozgat,2015,yatak_1000,Bin kişiye düşen hastane yatağı,2.13
Zonguldak,2015,yatak_1000,Bin kişiye düşen hastane yatağı,3.56
Çanakkale,2015,yatak_1000,Bin kişiye düşen hastane yatağı,2.62
Çankırı,2015,yatak_1000,Bin kişiye düşen hastane yatağı,2.63
Çorum,2015,yatak_1000,Bin kişiye düşen hastane yatağı,2.94
İstanbul,2015,yatak_1000,Bin kişiye düşen hastane yatağı,2.33
İzmir,2015,yatak_1000,Bin kişiye düşen hastane yatağı,2.75
Şanlıurfa,2015,yatak_1000,Bin kişiye düşen hastane yatağı,1.66
Şırnak,2015,yatak_1000,Bin kişiye düşen hastane yatağı,1.47
Adana,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.92
Adıyaman,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.08
Afyon,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.68
Aksaray,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.82
Amasya,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.31
Ankara,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.52
Antalya,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.49
Ardahan,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.78
Artvin,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.06
Aydın,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.69
Ağrı,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.55
Balıkesir,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.46
Bartın,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.25
Batman,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.31
Bayburt,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.22
Bilecik,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.47
Bingöl,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.36
Bitlis,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.63
Bolu,2016,yatak_1000,Bin kişiye düşen hastane yatağı,5.1
Burdur,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.77
Bursa,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.42
Denizli,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.09
Diyarbakır,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.67
Düzce,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.89
Edirne,2016,yatak_1000,Bin kişiye düşen hastane yatağı,4.79
Elazığ,2016,yatak_1000,Bin kişiye düşen hastane yatağı,4.7
Erzincan,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.36
Erzurum,2016,yatak_1000,Bin kişiye düşen hastane yatağı,4.39
Eskişehir,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.98
Gaziantep,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.86
Giresun,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.49
Gümüşhane,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.81
Hakkari,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.47
Hatay,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.44
Isparta,2016,yatak_1000,Bin kişiye düşen hastane yatağı,4.4
Iğdır,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.61
Kahramanmaraş,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.45
Karabük,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.79
Karaman,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.41
Kars,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.51
Kastamonu,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.93
Kayseri,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.04
Kilis,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.45
Kocaeli,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.38
Konya,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.26
Kütahya,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.32
Kırklareli,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.56
Kırıkkale,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.94
Kırşehir,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.94
Malatya,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.4
Manisa,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.98
Mardin,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.57
Mersin,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.15
Muğla,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.16
Muş,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.76
Nevşehir,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.24
Niğde,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.31
Ordu,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.74
Osmaniye,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.47
Rize,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.32
Sakarya,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.01
Samsun,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.41
Siirt,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.54
Sinop,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.46
Sivas,2016,yatak_1000,Bin kişiye düşen hastane yatağı,4.24
Tekirdağ,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.64
Tokat,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.0
Trabzon,2016,yatak_1000,Bin kişiye düşen hastane yatağı,4.1
Tunceli,2016,yatak_1000,Bin kişiye düşen hastane yatağı,1.82
Uşak,2016,yatak_1000,Bin kişiye düşen hastane yatağı,3.39
Van,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.65
Yalova,2016,yatak_1000,Bin kişiye düşen hastane yatağı,2.06
