il,yil,gosterge_kodu,gosterge,deger
Artvin,2020,hekim_1000,Bin kişiye düşen hekim,1.9
Aydın,2020,hekim_1000,Bin kişiye düşen hekim,2.0
Ağrı,2020,hekim_1000,Bin kişiye düşen hekim,1.1
Balıkesir,2020,hekim_1000,Bin kişiye düşen hekim,1.6
Bartın,2020,hekim_1000,Bin kişiye düşen hekim,1.4
Batman,2020,hekim_1000,Bin kişiye düşen hekim,1.3
Bayburt,2020,hekim_1000,Bin kişiye düşen hekim,1.7
Bilecik,2020,hekim_1000,Bin kişiye düşen hekim,1.4
Bingöl,2020,hekim_1000,Bin kişiye düşen hekim,1.4
Bitlis,2020,hekim_1000,Bin kişiye düşen hekim,1.4
Bolu,2020,hekim_1000,Bin kişiye düşen hekim,2.7
Burdur,2020,hekim_1000,Bin kişiye düşen hekim,1.5
Bursa,2020,hekim_1000,Bin kişiye düşen hekim,1.7
Denizli,2020,hekim_1000,Bin kişiye düşen hekim,2.0
Diyarbakır,2020,hekim_1000,Bin kişiye düşen hekim,1.7
Düzce,2020,hekim_1000,Bin kişiye düşen hekim,1.9
Edirne,2020,hekim_1000,Bin kişiye düşen hekim,3.1
Elazığ,2020,hekim_1000,Bin kişiye düşen hekim,1.9
Erzincan,2020,hekim_1000,Bin kişiye düşen hekim,2.1
Erzurum,2020,hekim_1000,Bin kişiye düşen hekim,2.3
Eskişehir,2020,hekim_1000,Bin kişiye düşen hekim,2.4
Gaziantep,2020,hekim_1000,Bin kişiye düşen hekim,1.5
Giresun,2020,hekim_1000,Bin kişiye düşen hekim,1.8
Gümüşhane,2020,hekim_1000,Bin kişiye düşen hekim,1.6
Hakkari,2020,hekim_1000,Bin kişiye düşen hekim,1.3
Hatay,2020,hekim_1000,Bin kişiye düşen hekim,1.6
Isparta,2020,hekim_1000,Bin kişiye düşen hekim,2.8
Iğdır,2020,hekim_1000,Bin kişiye düşen hekim,1.3
Kahramanmaraş,2020,hekim_1000,Bin kişiye düşen hekim,1.5
Karabük,2020,hekim_1000,Bin kişiye düşen hekim,1.9
Karaman,2020,hekim_1000,Bin kişiye düşen hekim,1.4
Kars,2020,hekim_1000,Bin kişiye düşen hekim,1.7
Kastamonu,2020,hekim_1000,Bin kişiye düşen hekim,1.5
Kayseri,2020,hekim_1000,Bin kişiye düşen hekim,2.1
Kilis,2020,hekim_1000,Bin kişiye düşen hekim,2.2
Kocaeli,2020,hekim_1000,Bin kişiye düşen hekim,1.8
Konya,2020,hekim_1000,Bin kişiye düşen hekim,2.0
Kütahya,2020,hekim_1000,Bin kişiye düşen hekim,1.6
Kırklareli,2020,hekim_1000,Bin kişiye düşen hekim,1.6
Kırıkkale,2020,hekim_1000,Bin kişiye düşen hekim,2.4
Kırşehir,2020,hekim_1000,Bin kişiye düşen hekim,1.7
Malatya,2020,hekim_1000,Bin kişiye düşen hekim,2.1
Manisa,2020,hekim_1000,Bin kişiye düşen hekim,1.8
Mardin,2020,hekim_1000,Bin kişiye düşen hekim,1.2
Mersin,2020,hekim_1000,Bin kişiye düşen hekim,1.6
Muğla,2020,hekim_1000,Bin kişiye düşen hekim,1.8
Muş,2020,hekim_1000,Bin kişiye düşen hekim,1.1
Nevşehir,2020,hekim_1000,Bin kişiye düşen hekim,1.3
Niğde,2020,hekim_1000,Bin kişiye düşen hekim,1.3
Ordu,2020,hekim_1000,Bin kişiye düşen hekim,1.6
Osmaniye,2020,hekim_1000,Bin kişiye düşen hekim,1.3
Rize,2020,hekim_1000,Bin kişiye düşen hekim,2.2
Sakarya,2020,hekim_1000,Bin kişiye düşen hekim,1.7
Samsun,2020,hekim_1000,Bin kişiye düşen hekim,2.3
Siirt,2020,hekim_1000,Bin kişiye düşen hekim,1.2
Sinop,2020,hekim_1000,Bin kişiye düşen hekim,1.4
Sivas,2020,hekim_1000,Bin kişiye düşen hekim,1.9
Tekirdağ,2020,hekim_1000,Bin kişiye düşen hekim,1.5
Tokat,2020,hekim_1000,Bin kişiye düşen hekim,1.7
Trabzon,2020,hekim_1000,Bin kişiye düşen hekim,2.5
Tunceli,2020,hekim_1000,Bin kişiye düşen hekim,2.1
Uşak,2020,hekim_1000,Bin kişiye düşen hekim,1.5
Van,2020,hekim_1000,Bin kişiye düşen hekim,1.4
Yalova,2020,hekim_1000,Bin kişiye düşen hekim,1.6
Yozgat,2020,hekim_1000,Bin kişiye düşen hekim,1.7
Zonguldak,2020,hekim_1000,Bin kişiye düşen hekim,1.9
Çanakkale,2020,hekim_1000,Bin kişiye düşen hekim,2.1
Çankırı,2020,hekim_1000,Bin kişiye düşen hekim,1.5
Çorum,2020,hekim_1000,Bin kişiye düşen hekim,1.7
İstanbul,2020,hekim_1000,Bin kişiye düşen hekim,2.5
İzmir,2020,hekim_1000,Bin kişiye düşen hekim,2.6
Şanlıurfa,2020,hekim_1000,Bin kişiye düşen hekim,1.2
Şırnak,2020,hekim_1000,Bin kişiye düşen hekim,1.2
Adana,2021,hekim_1000,Bin kişiye düşen hekim,2.2
Adıyaman,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Afyon,2021,hekim_1000,Bin kişiye düşen hekim,1.8
Aksaray,2021,hekim_1000,Bin kişiye düşen hekim,1.4
Amasya,2021,hekim_1000,Bin kişiye düşen hekim,1.5
Ankara,2021,hekim_1000,Bin kişiye düşen hekim,3.6
Antalya,2021,hekim_1000,Bin kişiye düşen hekim,2.3
Ardahan,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Artvin,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Aydın,2021,hekim_1000,Bin kişiye düşen hekim,1.9
Ağrı,2021,hekim_1000,Bin kişiye düşen hekim,1.2
Balıkesir,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Bartın,2021,hekim_1000,Bin kişiye düşen hekim,1.4
Batman,2021,hekim_1000,Bin kişiye düşen hekim,1.4
Bayburt,2021,hekim_1000,Bin kişiye düşen hekim,1.8
Bilecik,2021,hekim_1000,Bin kişiye düşen hekim,1.4
Bingöl,2021,hekim_1000,Bin kişiye düşen hekim,1.4
Bitlis,2021,hekim_1000,Bin kişiye düşen hekim,1.5
Bolu,2021,hekim_1000,Bin kişiye düşen hekim,2.8
Burdur,2021,hekim_1000,Bin kişiye düşen hekim,1.5
Bursa,2021,hekim_1000,Bin kişiye düşen hekim,1.9
Denizli,2021,hekim_1000,Bin kişiye düşen hekim,2.2
Diyarbakır,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Düzce,2021,hekim_1000,Bin kişiye düşen hekim,2.0
Edirne,2021,hekim_1000,Bin kişiye düşen hekim,3.2
Elazığ,2021,hekim_1000,Bin kişiye düşen hekim,2.4
Erzincan,2021,hekim_1000,Bin kişiye düşen hekim,2.2
Erzurum,2021,hekim_1000,Bin kişiye düşen hekim,2.4
Eskişehir,2021,hekim_1000,Bin kişiye düşen hekim,2.4
Gaziantep,2021,hekim_1000,Bin kişiye düşen hekim,1.6
Giresun,2021,hekim_1000,Bin kişiye düşen hekim,1.8
Gümüşhane,2021,hekim_1000,Bin kişiye düşen hekim,1.6
Hakkari,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Hatay,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Isparta,2021,hekim_1000,Bin kişiye düşen hekim,3.0
Iğdır,2021,hekim_1000,Bin kişiye düşen hekim,1.3
Kahramanmaraş,2021,hekim_1000,Bin kişiye düşen hekim,1.6
Karabük,2021,hekim_1000,Bin kişiye düşen hekim,2.0
Karaman,2021,hekim_1000,Bin kişiye düşen hekim,1.5
Kars,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Kastamonu,2021,hekim_1000,Bin kişiye düşen hekim,1.6
Kayseri,2021,hekim_1000,Bin kişiye düşen hekim,2.1
Kilis,2021,hekim_1000,Bin kişiye düşen hekim,2.2
Kocaeli,2021,hekim_1000,Bin kişiye düşen hekim,1.8
Konya,2021,hekim_1000,Bin kişiye düşen hekim,2.1
Kütahya,2021,hekim_1000,Bin kişiye düşen hekim,1.8
Kırklareli,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Kırıkkale,2021,hekim_1000,Bin kişiye düşen hekim,2.4
Kırşehir,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Malatya,2021,hekim_1000,Bin kişiye düşen hekim,2.2
Manisa,2021,hekim_1000,Bin kişiye düşen hekim,1.9
Mardin,2021,hekim_1000,Bin kişiye düşen hekim,1.3
Mersin,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Muğla,2021,hekim_1000,Bin kişiye düşen hekim,1.9
Muş,2021,hekim_1000,Bin kişiye düşen hekim,1.2
Nevşehir,2021,hekim_1000,Bin kişiye düşen hekim,1.4
Niğde,2021,hekim_1000,Bin kişiye düşen hekim,1.4
Ordu,2021,hekim_1000,Bin kişiye düşen hekim,1.6
Osmaniye,2021,hekim_1000,Bin kişiye düşen hekim,1.3
Rize,2021,hekim_1000,Bin kişiye düşen hekim,2.2
Sakarya,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Samsun,2021,hekim_1000,Bin kişiye düşen hekim,2.3
Siirt,2021,hekim_1000,Bin kişiye düşen hekim,1.3
Sinop,2021,hekim_1000,Bin kişiye düşen hekim,1.6
Sivas,2021,hekim_1000,Bin kişiye düşen hekim,2.2
Tekirdağ,2021,hekim_1000,Bin kişiye düşen hekim,1.6
Tokat,2021,hekim_1000,Bin kişiye düşen hekim,1.6
Trabzon,2021,hekim_1000,Bin kişiye düşen hekim,2.6
Tunceli,2021,hekim_1000,Bin kişiye düşen hekim,2.2
Uşak,2021,hekim_1000,Bin kişiye düşen hekim,1.5
Van,2021,hekim_1000,Bin kişiye düşen hekim,1.5
Yalova,2021,hekim_1000,Bin kişiye düşen hekim,1.6
Yozgat,2021,hekim_1000,Bin kişiye düşen hekim,1.7
Zonguldak,2021,hekim_1000,Bin kişiye düşen hekim,1.9
Çanakkale,2021,hekim_1000,Bin kişiye düşen hekim,2.2
Çankırı,2021,hekim_1000,Bin kişiye düşen hekim,1.4
Çorum,2021,hekim_1000,Bin kişiye düşen hekim,1.7
İstanbul,2021,hekim_1000,Bin kişiye düşen hekim,2.7
İzmir,2021,hekim_1000,Bin kişiye düşen hekim,2.8
Şanlıurfa,2021,hekim_1000,Bin kişiye düşen hekim,1.2
Şırnak,2021,hekim_1000,Bin kişiye düşen hekim,1.3
Adana,2022,hekim_1000,Bin kişiye düşen hekim,2.3
Adıyaman,2022,hekim_1000,Bin kişiye düşen hekim,1.6
Afyon,2022,hekim_1000,Bin kişiye düşen hekim,1.8
Aksaray,2022,hekim_1000,Bin kişiye düşen hekim,1.4
Amasya,2022,hekim_1000,Bin kişiye düşen hekim,1.5
Ankara,2022,hekim_1000,Bin kişiye düşen hekim,4.0
Antalya,2022,hekim_1000,Bin kişiye düşen hekim,2.4
Ardahan,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Artvin,2022,hekim_1000,Bin kişiye düşen hekim,1.8
Aydın,2022,hekim_1000,Bin kişiye düşen hekim,2.0
Ağrı,2022,hekim_1000,Bin kişiye düşen hekim,1.2
Balıkesir,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Bartın,2022,hekim_1000,Bin kişiye düşen hekim,1.4
Batman,2022,hekim_1000,Bin kişiye düşen hekim,1.4
Bayburt,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Bilecik,2022,hekim_1000,Bin kişiye düşen hekim,1.5
Bingöl,2022,hekim_1000,Bin kişiye düşen hekim,1.4
Bitlis,2022,hekim_1000,Bin kişiye düşen hekim,1.4
Bolu,2022,hekim_1000,Bin kişiye düşen hekim,2.6
Burdur,2022,hekim_1000,Bin kişiye düşen hekim,1.6
Bursa,2022,hekim_1000,Bin kişiye düşen hekim,2.0
Denizli,2022,hekim_1000,Bin kişiye düşen hekim,2.2
Diyarbakır,2022,hekim_1000,Bin kişiye düşen hekim,1.8
Düzce,2022,hekim_1000,Bin kişiye düşen hekim,2.1
Edirne,2022,hekim_1000,Bin kişiye düşen hekim,3.5
Elazığ,2022,hekim_1000,Bin kişiye düşen hekim,2.4
Erzincan,2022,hekim_1000,Bin kişiye düşen hekim,1.9
Erzurum,2022,hekim_1000,Bin kişiye düşen hekim,2.5
Eskişehir,2022,hekim_1000,Bin kişiye düşen hekim,2.6
Gaziantep,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Giresun,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Gümüşhane,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Hakkari,2022,hekim_1000,Bin kişiye düşen hekim,1.4
Hatay,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Isparta,2022,hekim_1000,Bin kişiye düşen hekim,3.2
Iğdır,2022,hekim_1000,Bin kişiye düşen hekim,1.3
Kahramanmaraş,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Karabük,2022,hekim_1000,Bin kişiye düşen hekim,2.1
Karaman,2022,hekim_1000,Bin kişiye düşen hekim,1.6
Kars,2022,hekim_1000,Bin kişiye düşen hekim,1.8
Kastamonu,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Kayseri,2022,hekim_1000,Bin kişiye düşen hekim,2.3
Kilis,2022,hekim_1000,Bin kişiye düşen hekim,2.0
Kocaeli,2022,hekim_1000,Bin kişiye düşen hekim,1.9
Konya,2022,hekim_1000,Bin kişiye düşen hekim,2.3
Kütahya,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Kırklareli,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Kırıkkale,2022,hekim_1000,Bin kişiye düşen hekim,2.4
Kırşehir,2022,hekim_1000,Bin kişiye düşen hekim,1.8
Malatya,2022,hekim_1000,Bin kişiye düşen hekim,2.5
Manisa,2022,hekim_1000,Bin kişiye düşen hekim,1.9
Mardin,2022,hekim_1000,Bin kişiye düşen hekim,1.4
Mersin,2022,hekim_1000,Bin kişiye düşen hekim,1.8
Muğla,2022,hekim_1000,Bin kişiye düşen hekim,2.0
Muş,2022,hekim_1000,Bin kişiye düşen hekim,1.2
Nevşehir,2022,hekim_1000,Bin kişiye düşen hekim,1.4
Niğde,2022,hekim_1000,Bin kişiye düşen hekim,1.4
Ordu,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Osmaniye,2022,hekim_1000,Bin kişiye düşen hekim,1.3
Rize,2022,hekim_1000,Bin kişiye düşen hekim,2.3
Sakarya,2022,hekim_1000,Bin kişiye düşen hekim,1.8
Samsun,2022,hekim_1000,Bin kişiye düşen hekim,2.5
Siirt,2022,hekim_1000,Bin kişiye düşen hekim,1.4
Sinop,2022,hekim_1000,Bin kişiye düşen hekim,1.6
Sivas,2022,hekim_1000,Bin kişiye düşen hekim,2.3
Tekirdağ,2022,hekim_1000,Bin kişiye düşen hekim,1.6
Tokat,2022,hekim_1000,Bin kişiye düşen hekim,1.8
Trabzon,2022,hekim_1000,Bin kişiye düşen hekim,2.8
Tunceli,2022,hekim_1000,Bin kişiye düşen hekim,2.1
Uşak,2022,hekim_1000,Bin kişiye düşen hekim,1.6
Van,2022,hekim_1000,Bin kişiye düşen hekim,1.5
Yalova,2022,hekim_1000,Bin kişiye düşen hekim,1.7
Yozgat,2022,hekim_1000,Bin kişiye düşen hekim,1.6
Zonguldak,2022,hekim_1000,Bin kişiye düşen hekim,2.1
Çanakkale,2022,hekim_1000,Bin kişiye düşen hekim,2.4
Çankırı,2022,hekim_1000,Bin kişiye düşen hekim,1.5
Çorum,2022,hekim_1000,Bin kişiye düşen hekim,1.8
İstanbul,2022,hekim_1000,Bin kişiye düşen hekim,2.8
İzmir,2022,hekim_1000,Bin kişiye düşen hekim,2.9
Şanlıurfa,2022,hekim_1000,Bin kişiye düşen hekim,1.2
Şırnak,2022,hekim_1000,Bin kişiye düşen hekim,1.1
Adana,2023,hekim_1000,Bin kişiye düşen hekim,2.4
Adıyaman,2023,hekim_1000,Bin kişiye düşen hekim,1.7
Afyon,2023,hekim_1000,Bin kişiye düşen hekim,2.1
Aksaray,2023,hekim_1000,Bin kişiye düşen hekim,1.6
Amasya,2023,hekim_1000,Bin kişiye düşen hekim,1.6
Ankara,2023,hekim_1000,Bin kişiye düşen hekim,4.3
Antalya,2023,hekim_1000,Bin kişiye düşen hekim,2.6
Ardahan,2023,hekim_1000,Bin kişiye düşen hekim,1.7
Artvin,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Aydın,2023,hekim_1000,Bin kişiye düşen hekim,2.0
Ağrı,2023,hekim_1000,Bin kişiye düşen hekim,1.2
Balıkesir,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Bartın,2023,hekim_1000,Bin kişiye düşen hekim,1.5
Batman,2023,hekim_1000,Bin kişiye düşen hekim,1.4
Bayburt,2023,hekim_1000,Bin kişiye düşen hekim,2.0
Bilecik,2023,hekim_1000,Bin kişiye düşen hekim,1.7
Bingöl,2023,hekim_1000,Bin kişiye düşen hekim,1.5
Bitlis,2023,hekim_1000,Bin kişiye düşen hekim,1.4
Bolu,2023,hekim_1000,Bin kişiye düşen hekim,2.9
Burdur,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Bursa,2023,hekim_1000,Bin kişiye düşen hekim,2.1
Denizli,2023,hekim_1000,Bin kişiye düşen hekim,2.2
Diyarbakır,2023,hekim_1000,Bin kişiye düşen hekim,1.9
Düzce,2023,hekim_1000,Bin kişiye düşen hekim,2.2
Edirne,2023,hekim_1000,Bin kişiye düşen hekim,3.6
Elazığ,2023,hekim_1000,Bin kişiye düşen hekim,2.4
Erzincan,2023,hekim_1000,Bin kişiye düşen hekim,2.2
Erzurum,2023,hekim_1000,Bin kişiye düşen hekim,2.6
Eskişehir,2023,hekim_1000,Bin kişiye düşen hekim,2.7
Gaziantep,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Giresun,2023,hekim_1000,Bin kişiye düşen hekim,2.1
Gümüşhane,2023,hekim_1000,Bin kişiye düşen hekim,1.6
Hakkari,2023,hekim_1000,Bin kişiye düşen hekim,1.4
Hatay,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Isparta,2023,hekim_1000,Bin kişiye düşen hekim,3.4
Iğdır,2023,hekim_1000,Bin kişiye düşen hekim,1.2
Kahramanmaraş,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Karabük,2023,hekim_1000,Bin kişiye düşen hekim,2.2
Karaman,2023,hekim_1000,Bin kişiye düşen hekim,1.7
Kars,2023,hekim_1000,Bin kişiye düşen hekim,1.6
Kastamonu,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Kayseri,2023,hekim_1000,Bin kişiye düşen hekim,2.4
Kilis,2023,hekim_1000,Bin kişiye düşen hekim,1.9
Kocaeli,2023,hekim_1000,Bin kişiye düşen hekim,2.0
Konya,2023,hekim_1000,Bin kişiye düşen hekim,2.4
Kütahya,2023,hekim_1000,Bin kişiye düşen hekim,2.1
Kırklareli,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Kırıkkale,2023,hekim_1000,Bin kişiye düşen hekim,2.0
Kırşehir,2023,hekim_1000,Bin kişiye düşen hekim,2.0
Malatya,2023,hekim_1000,Bin kişiye düşen hekim,2.4
Manisa,2023,hekim_1000,Bin kişiye düşen hekim,2.0
Mardin,2023,hekim_1000,Bin kişiye düşen hekim,1.4
Mersin,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Muğla,2023,hekim_1000,Bin kişiye düşen hekim,2.1
Muş,2023,hekim_1000,Bin kişiye düşen hekim,1.2
Nevşehir,2023,hekim_1000,Bin kişiye düşen hekim,1.6
Niğde,2023,hekim_1000,Bin kişiye düşen hekim,1.4
Ordu,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Osmaniye,2023,hekim_1000,Bin kişiye düşen hekim,1.4
Rize,2023,hekim_1000,Bin kişiye düşen hekim,2.5
Sakarya,2023,hekim_1000,Bin kişiye düşen hekim,2.0
Samsun,2023,hekim_1000,Bin kişiye düşen hekim,2.5
Siirt,2023,hekim_1000,Bin kişiye düşen hekim,1.3
Sinop,2023,hekim_1000,Bin kişiye düşen hekim,1.6
Sivas,2023,hekim_1000,Bin kişiye düşen hekim,2.4
Tekirdağ,2023,hekim_1000,Bin kişiye düşen hekim,1.7
Tokat,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Trabzon,2023,hekim_1000,Bin kişiye düşen hekim,2.8
Tunceli,2023,hekim_1000,Bin kişiye düşen hekim,2.2
Uşak,2023,hekim_1000,Bin kişiye düşen hekim,1.7
Van,2023,hekim_1000,Bin kişiye düşen hekim,1.6
Yalova,2023,hekim_1000,Bin kişiye düşen hekim,1.7
Yozgat,2023,hekim_1000,Bin kişiye düşen hekim,1.8
Zonguldak,2023,hekim_1000,Bin kişiye düşen hekim,2.2
Çanakkale,2023,hekim_1000,Bin kişiye düşen hekim,2.5
Çankırı,2023,hekim_1000,Bin kişiye düşen hekim,1.5
Çorum,2023,hekim_1000,Bin kişiye düşen hekim,1.8
İstanbul,2023,hekim_1000,Bin kişiye düşen hekim,3.0
İzmir,2023,hekim_1000,Bin kişiye düşen hekim,3.1
Şanlıurfa,2023,hekim_1000,Bin kişiye düşen hekim,1.2
Şırnak,2023,hekim_1000,Bin kişiye düşen hekim,1.1
Adana,2024,hekim_1000,Bin kişiye düşen hekim,2.6
Adıyaman,2024,hekim_1000,Bin kişiye düşen hekim,1.6
Afyon,2024,hekim_1000,Bin kişiye düşen hekim,2.2
Aksaray,2024,hekim_1000,Bin kişiye düşen hekim,1.7
Amasya,2024,hekim_1000,Bin kişiye düşen hekim,1.7
Ankara,2024,hekim_1000,Bin kişiye düşen hekim,4.6
Antalya,2024,hekim_1000,Bin kişiye düşen hekim,2.9
Ardahan,2024,hekim_1000,Bin kişiye düşen hekim,1.7
Artvin,2024,hekim_1000,Bin kişiye düşen hekim,1.7
Aydın,2024,hekim_1000,Bin kişiye düşen hekim,2.3
Ağrı,2024,hekim_1000,Bin kişiye düşen hekim,1.2
Balıkesir,2024,hekim_1000,Bin kişiye düşen hekim,2.1
Bartın,2024,hekim_1000,Bin kişiye düşen hekim,1.6
Batman,2024,hekim_1000,Bin kişiye düşen hekim,1.4
Bayburt,2024,hekim_1000,Bin kişiye düşen hekim,1.9
Bilecik,2024,hekim_1000,Bin kişiye düşen hekim,1.8
Bingöl,2024,hekim_1000,Bin kişiye düşen hekim,1.5
Bitlis,2024,hekim_1000,Bin kişiye düşen hekim,1.5
Bolu,2024,hekim_1000,Bin kişiye düşen hekim,3.5
Burdur,2024,hekim_1000,Bin kişiye düşen hekim,1.8
Bursa,2024,hekim_1000,Bin kişiye düşen hekim,2.3
Denizli,2024,hekim_1000,Bin kişiye düşen hekim,2.5
Diyarbakır,2024,hekim_1000,Bin kişiye düşen hekim,2.0
Düzce,2024,hekim_1000,Bin kişiye düşen hekim,2.3
Edirne,2024,hekim_1000,Bin kişiye düşen hekim,3.5
Elazığ,2024,hekim_1000,Bin kişiye düşen hekim,3.1
Erzincan,2024,hekim_1000,Bin kişiye düşen hekim,2.1
Erzurum,2024,hekim_1000,Bin kişiye düşen hekim,3.0
Eskişehir,2024,hekim_1000,Bin kişiye düşen hekim,2.9
Gaziantep,2024,hekim_1000,Bin kişiye düşen hekim,2.0
Giresun,2024,hekim_1000,Bin kişiye düşen hekim,2.3
Gümüşhane,2024,hekim_1000,Bin kişiye düşen hekim,1.7
Hakkari,2024,hekim_1000,Bin kişiye düşen hekim,1.4
Hatay,2024,hekim_1000,Bin kişiye düşen hekim,1.6
Isparta,2024,hekim_1000,Bin kişiye düşen hekim,3.5
Iğdır,2024,hekim_1000,Bin kişiye düşen hekim,1.2
Kahramanmaraş,2024,hekim_1000,Bin kişiye düşen hekim,1.8
Karabük,2024,hekim_1000,Bin kişiye düşen hekim,2.3
Karaman,2024,hekim_1000,Bin kişiye düşen hekim,1.7
Kars,2024,hekim_1000,Bin kişiye düşen hekim,1.9
Kastamonu,2024,hekim_1000,Bin kişiye düşen hekim,1.8
Kayseri,2024,hekim_1000,Bin kişiye düşen hekim,2.7
Kilis,2024,hekim_1000,Bin kişiye düşen hekim,2.0
Kocaeli,2024,hekim_1000,Bin kişiye düşen hekim,2.1
Konya,2024,hekim_1000,Bin kişiye düşen hekim,2.7
Kütahya,2024,hekim_1000,Bin kişiye düşen hekim,2.4
Kırklareli,2024,hekim_1000,Bin kişiye düşen hekim,1.8
Kırıkkale,2024,hekim_1000,Bin kişiye düşen hekim,2.6
Kırşehir,2024,hekim_1000,Bin kişiye düşen hekim,2.1
Malatya,2024,hekim_1000,Bin kişiye düşen hekim,2.6
Manisa,2024,hekim_1000,Bin kişiye düşen hekim,2.0
Mardin,2024,hekim_1000,Bin kişiye düşen hekim,1.4
Mersin,2024,hekim_1000,Bin kişiye düşen hekim,2.1
Muğla,2024,hekim_1000,Bin kişiye düşen hekim,2.4
Muş,2024,hekim_1000,Bin kişiye düşen hekim,1.3
Nevşehir,2024,hekim_1000,Bin kişiye düşen hekim,1.5
Niğde,2024,hekim_1000,Bin kişiye düşen hekim,1.5
Ordu,2024,hekim_1000,Bin kişiye düşen hekim,1.9
Osmaniye,2024,hekim_1000,Bin kişiye düşen hekim,1.4
Rize,2024,hekim_1000,Bin kişiye düşen hekim,2.7
Sakarya,2024,hekim_1000,Bin kişiye düşen hekim,2.0
Samsun,2024,hekim_1000,Bin kişiye düşen hekim,2.7
Siirt,2024,hekim_1000,Bin kişiye düşen hekim,1.4
Sinop,2024,hekim_1000,Bin kişiye düşen hekim,1.5
Sivas,2024,hekim_1000,Bin kişiye düşen hekim,2.6
Tekirdağ,2024,hekim_1000,Bin kişiye düşen hekim,1.7
Tokat,2024,hekim_1000,Bin kişiye düşen hekim,2.1
Trabzon,2024,hekim_1000,Bin kişiye düşen hekim,3.0
Tunceli,2024,hekim_1000,Bin kişiye düşen hekim,2.5
Uşak,2024,hekim_1000,Bin kişiye düşen hekim,1.9
Van,2024,hekim_1000,Bin kişiye düşen hekim,1.9
Yalova,2024,hekim_1000,Bin kişiye düşen hekim,1.8
Yozgat,2024,hekim_1000,Bin kişiye düşen hekim,1.8
Zonguldak,2024,hekim_1000,Bin kişiye düşen hekim,2.3
Çanakkale,2024,hekim_1000,Bin kişiye düşen hekim,2.7
Çankırı,2024,hekim_1000,Bin kişiye düşen hekim,1.7
Çorum,2024,hekim_1000,Bin kişiye düşen hekim,2.0
İstanbul,2024,hekim_1000,Bin kişiye düşen hekim,3.2
İzmir,2024,hekim_1000,Bin kişiye düşen hekim,3.5
Şanlıurfa,2024,hekim_1000,Bin kişiye düşen hekim,1.3
Şırnak,2024,hekim_1000,Bin kişiye düşen hekim,1.2
Adana,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.3
Adıyaman,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.3
Afyon,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.6
Aksaray,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.6
Amasya,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Ankara,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.6
Antalya,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.6
Ardahan,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.5
Artvin,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Aydın,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.8
Ağrı,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.8
Balıkesir,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Bartın,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.5
